chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	997305	997326	0.504	1:0.5:1:1	1:0.5:0:1	1:0.5:1:1	1:0.5:0:1	1:0.69:0.91:0.96	1:0.57:0.13:0.67	1:0.54:0.82:0.77	1:0.29:0.14:0.78	1:0.83:1:1	1:1:1:0.87	1:0.97:1:1	1:0.87:1:1	0.2974	EM	EM	1294	12.25	11.25
chr1	997326	997332	0.3538	1:0.5:1:1	1:0.5:0:1	1:1:1:1	1:0.5:0:1	1:0.54:0.82:0.77	1:0.29:0.14:0.78	1:0.8:0.89:0.92	1:0.25:0.16:0.89	1:0.97:1:1	1:0.87:1:1	1:0.9:1:1	1:0.8:1:1	0.2315	EM	EM	1295	9.5	10.25
chr1	997332	997344	0.2	1:1:1:1	1:0.5:0:1	1:1:1:1	1:1:0:1	1:0.8:0.89:0.92	1:0.25:0.16:0.89	0.94:0.84:1:0.98	0.92:0.72:0.29:0.92	1:0.9:1:1	1:0.8:1:1	1:1:1:1	1:0.77:0.87:1	0.3272	EM	EM	1296	8	8.75
chr1	997344	997350	0.4667	1:1:1:1	1:1:0:1	1:1:1:1	1:1:0:1	0.94:0.84:1:0.98	0.92:0.72:0.29:0.92	0.96:0.68:0.96:0.97	0.92:0.83:0.27:0.94	1:1:1:1	1:0.77:0.87:1	1:0.8:1:1	1:1:0.73:1	0.2272	EM	EM	1297	69.5	35
chr1	997350	997352	0.4667	1:1:1:1	1:1:0:1	1:1:1:1	1:1:0:1	0.96:0.68:0.96:0.97	0.92:0.83:0.27:0.94	1:0.9:0.98:0.96	0.97:0.94:0.39:0.97	1:0.8:1:1	1:1:0.73:1	1:1:1:1	1:1:0.7:1	0.1527	EM	EM	1298	69.5	35.25
chr1	997352	997439	1	1:1:1:1	1:1:0:1	1:0:1:1	1:1:0:1	1:0.9:0.98:0.96	0.97:0.94:0.39:0.97	1:0:1:1	1:0.75:0:1	1:1:1:1	1:1:0.7:1	1:1:1:1	1:1:1:1	0.1409	EM	EM	1299	69.5	35.25
chr1	997439	997454	1	1:0:1:1	1:1:0:1	1:1:1:1	1:1:0:1	1:0:1:1	1:0.75:0:1	1:1:1:1	0.75:0.88:0:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0625	EM	EM	1300	3	5.25
chr1	997454	997468	0.2	1:1:1:1	1:1:0:1	1:1:1:1	1:1:0:0.5	1:1:1:1	0.75:0.88:0:1	1:1:1:1	1:0.71:0:0.5	1:1:1:1	1:1:1:1	1:1:1:1	1:0.6:1:0.9	0.3438	EM	EM	1301	3	5.25
chr1	997468	997470	0.0769	1:1:1:1	1:1:0:0.5	1:1:1:1	1:0.5:0:1	1:1:1:1	1:0.71:0:0.5	1:1:1:1	0.75:0.71:0:1	1:1:1:1	1:0.6:1:0.9	1:1:1:1	0.87:0.63:1:1	0.4464	EM	EM	1302	2.75	5
chr1	997470	997479	0.0256	1:1:1:1	1:0.5:0:1	1:1:1:1	0.5:0.5:0:1	1:1:1:1	0.75:0.71:0:1	1:1:1:0.86	0.5:0.33:0.06:0.92	1:1:1:1	0.87:0.63:1:1	1:1:1:1	1:0.93:1:0.97	0.3839	hyper	hyper	1303	2.75	5
chr1	997479	997482	0.0101	1:1:1:1	0.5:0.5:0:1	1:1:0.5:1	0:0.5:0:0.5	1:1:1:0.86	0.5:0.33:0.06:0.92	1:0.8:0.5:0.85	0:0.14:0.04:0.33	1:1:1:1	1:0.93:1:0.97	1:1:0.93:1	0.97:0.77:1:1	0.5109	hyper	hyper	1304	8.25	25
chr1	997482	997486	0.0101	1:1:0.5:1	0:0.5:0:0.5	1:1:1:1	1:0.5:0:0.5	1:0.8:0.5:0.85	0:0.14:0.04:0.33	0.8:0.8:1:1	1:0.43:0.07:0.5	1:1:0.93:1	0.97:0.77:1:1	1:1:1:1	1:1:1:1	0.6572	hyper	hyper	1305	8	23.5
chr1	997486	997491	0.007	1:1:1:1	1:0.5:0:0.5	1:1:1:1	1:0.5:0:0.5	0.8:0.8:1:1	1:0.43:0.07:0.5	1:0.8:1:0.95	1:0.5:0.1:0.58	1:1:1:1	1:1:1:1	1:0.87:1:1	1:1:1:1	0.3992	hyper	hyper	1306	8	23.5
chr1	997491	997495	0.0536	1:1:1:1	1:0.5:0:0.5	1:0.5:1:1	1:0.5:0:0.5	1:0.8:1:0.95	1:0.5:0.1:0.58	1:0.4:1:0.9	1:0.29:0.04:0.5	1:0.87:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.3905	EM	EM	1307	8	23.5
chr1	997495	NA	0.1429	1:0.5:1:1	1:0.5:0:0.5	NA	NA	1:0.4:1:0.9	1:0.29:0.04:0.5	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.3674	EM	EM	1308	8	23.5
chr1	997716	997720	0.0188	1:1:0.5:1	0.5:0.5:0:0.5	1:0.5:0.5:1	0.5:0.5:0:0	0.88:0.88:0.53:1	0.71:0.33:0.09:0.5	1:0.5:0.47:0.89	0.29:0.27:0.09:0	1:0.8:1:1	0.5:0.93:1:1	1:0.9:1:0.97	1:0.77:1:1	0.4133	hyper	hyper	1309	17.25	14.75
chr1	997720	997741	0.0068	1:0.5:0.5:1	0.5:0.5:0:0	1:1:0.5:1	0.5:0.5:0:0	1:0.5:0.47:0.89	0.29:0.27:0.09:0	0.81:1:0.29:0.89	0.31:0.2:0.13:0.25	1:0.9:1:0.97	1:0.77:1:1	1:1:1:1	1:0.83:1:0.53	0.5539	hyper	hyper	1310	17.25	14.75
chr1	997741	997760	0.0014	1:1:0.5:1	0.5:0.5:0:0	1:1:1:1	0.5:0.5:0:0.5	0.81:1:0.29:0.89	0.31:0.2:0.13:0.25	0.89:0.87:0.9:0.95	0.65:0.44:0.2:0.64	1:1:1:1	1:0.83:1:0.53	1:1:0.97:1	1:1:1:0.97	0.5256	hyper	hyper	1311	17	14.5
chr1	997760	997763	2e-04	1:1:1:1	0.5:0.5:0:0.5	1:1:1:1	0.5:0.5:0:0.5	0.89:0.87:0.9:0.95	0.65:0.44:0.2:0.64	0.98:0.77:0.97:0.97	0.66:0.45:0.21:0.4	1:1:0.97:1	1:1:1:0.97	1:1:1:1	1:1:1:1	0.42	hyper	hyper	1312	136.75	67.5
chr1	997763	997780	2e-04	1:1:1:1	0.5:0.5:0:0.5	1:1:1:1	0.5:0.5:0:0	0.98:0.77:0.97:0.97	0.66:0.45:0.21:0.4	0.88:0.71:0.88:0.88	0.56:0.29:0.21:0.2	1:1:1:1	1:1:1:1	1:0.9:1:1	1:1:1:0.57	0.4917	hyper	hyper	1313	129	60.75
chr1	997780	997804	2e-04	1:1:1:1	0.5:0.5:0:0	1:1:1:1	0.5:0.5:0:0	0.88:0.71:0.88:0.88	0.56:0.29:0.21:0.2	0.98:0.89:0.79:0.93	0.52:0.41:0.2:0.32	1:0.9:1:1	1:1:1:0.57	1:0.97:1:1	1:1:0.97:0.63	0.5204	hyper	hyper	1314	129.25	60.75
chr1	997804	NA	0.0286	1:1:1:1	0.5:0.5:0:0	NA	NA	0.98:0.89:0.79:0.93	0.52:0.41:0.2:0.32	NA	NA	1:0.97:1:1	1:1:0.97:0.63	NA	NA	0.534	hyper	hyper	1315	70.75	40.25
chr1	997954	997982	0.0079	1:1:1:1	0.5:0:0:0	0.5:1:0:1	0.5:0:0:0	1:1:1:0.92	0.2:0:0.33:0	0.5:1:0:0.85	0.4:0.2:0.33:0	1:1:1:1	0.7:1:0.7:1	1:1:1:1	0.73:1:0.67:1	0.8474	hyper	hyper	1316	4.5	4
chr1	997982	998057	0.0101	0.5:1:0:1	0.5:0:0:0	0.5:0.5:1:1	0:0:0:0	0.5:1:0:0.85	0.4:0.2:0.33:0	0.59:0.64:0.95:0.9	0.03:0.14:0.21:0	1:1:1:1	0.73:1:0.67:1	1:0.97:1:0.97	1:1:0.93:1	0.3532	hyper	hyper	1317	4.5	4
chr1	998057	998070	2e-04	0.5:0.5:1:1	0:0:0:0	0.5:0.5:0.5:0.5	0:0:0:0	0.59:0.64:0.95:0.9	0.03:0.14:0.21:0	0.21:0.16:0.53:0.51	0:0.05:0.09:0	1:0.97:1:0.97	1:1:0.93:1	0.97:0.9:1:0.9	1:1:1:1	0.6742	hyper	hyper	1318	100.25	58.25
chr1	998070	998094	2e-04	0.5:0.5:0.5:0.5	0:0:0:0	0.5:0.5:0.5:1	0:0:0:0	0.21:0.16:0.53:0.51	0:0.05:0.09:0	0.74:0.53:0.68:0.87	0.28:0.28:0.26:0.04	0.97:0.9:1:0.9	1:1:1:1	0.97:1:1:1	1:0.93:1:1	0.3182	hyper	hyper	1319	100.25	58.75
chr1	998094	998098	2e-04	0.5:0.5:0.5:1	0:0:0:0	0.5:0.5:0.5:1	0:0:0:0	0.74:0.53:0.68:0.87	0.28:0.28:0.26:0.04	0.64:0.35:0.69:0.71	0.03:0.21:0.2:0	0.97:1:1:1	1:0.93:1:1	1:0.83:0.97:0.8	1:1:1:1	0.4871	hyper	hyper	1320	81.25	43.25
chr1	998098	NA	0.0286	0.5:0.5:0.5:1	0:0:0:0	NA	NA	0.64:0.35:0.69:0.71	0.03:0.21:0.2:0	NA	NA	1:0.83:0.97:0.8	1:1:1:1	NA	NA	0.4898	hyper	hyper	1321	74.25	41
chr1	998491	998505	0.2	0.5:0:0:1	0:0:0:0	0:0:0:0.5	0:0:0:0	0.29:0.19:0.04:0.71	0.01:0.05:0.01:0.02	0.17:0.16:0.1:0.65	0.02:0:0.01:0	0.67:0.9:1:0.7	1:1:1:1	0.93:0.9:1:0.63	1:1:1:1	0.2863	EM	EM	1322	137.25	94.5
chr1	998505	NA	0.4286	0:0:0:0.5	0:0:0:0	NA	NA	0.17:0.16:0.1:0.65	0.02:0:0.01:0	NA	NA	0.93:0.9:1:0.63	1:1:1:1	NA	NA	0.2652	EM	EM	1323	138.5	94.75
chr1	999121	999144	0.0769	0:1:1:0	0:0:0:0	0:0.5:1:0	0:0:0:0	0:1:0.8:0	0:0.04:0:0	0:0.67:0.87:0	0.03:0:0:0	1:1:0.93:1	1:1:1:1	1:0.73:0.93:1	1:1:1:1	0.4404	EM	EM	1324	23	22
chr1	999144	999166	0.0769	0:0.5:1:0	0:0:0:0	0:0.5:0.5:0	0:0:0:0	0:0.67:0.87:0	0.03:0:0:0	0:0.4:0.71:0	0:0:0:0	1:0.73:0.93:1	1:1:1:1	1:0.9:0.5:1	1:1:1:1	0.3766	EM	EM	1325	23	22
chr1	999166	999179	0.2	0:0.5:0.5:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0:0.4:0.71:0	0:0:0:0	0:0:0.47:0	0:0:0:0	1:0.9:0.5:1	1:1:1:1	1:1:1:1	1:1:1:1	0.2776	EM	EM	1326	40.25	36.5
chr1	999179	999197	0.4667	0:0:0.5:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0:0:0.47:0	0:0:0:0	0:0:0.53:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1167	EM	EM	1327	27.25	24
chr1	999197	999267	0.4667	0:0:0.5:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0:0:0.53:0	0:0:0:0	0:0.09:0.43:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1333	EM	EM	1328	27.25	24.25
chr1	999267	999277	0.4667	0:0:0.5:0	0:0:0:0	0:0:1:0	0:0:0:0	0:0.09:0.43:0	0:0:0:0	0:0.27:0.92:0	0:0:0:0	1:1:1:1	1:1:1:1	1:0.67:0.87:1	1:1:1:1	0.1308	EM	EM	1329	16	16.25
chr1	999277	999287	0.2	0:0:1:0	0:0:0:0	0:0.5:0.5:0	0:0:0:0	0:0.27:0.92:0	0:0:0:0	0:0.45:0.57:0	0:0:0:0	1:0.67:0.87:1	1:1:1:1	1:1:0.93:1	1:1:1:1	0.2979	EM	EM	1330	16	16.25
chr1	999287	999299	0.0769	0:0.5:0.5:0	0:0:0:0	0:0.5:1:0	0:0:0:0	0:0.45:0.57:0	0:0:0:0	0:0.62:0.94:0	0:0.25:0:0	1:1:0.93:1	1:1:1:1	1:1:1:1	1:1:1:1	0.2555	EM	EM	1331	16	16.25
chr1	999299	999302	0.2	0:0.5:1:0	0:0:0:0	0:0:1:0	0:0:0:0	0:0.62:0.94:0	0:0.25:0:0	0:0.21:0.84:0.01	0:0:0:0	1:1:1:1	1:1:1:1	1:0.7:1:1	1:1:1:1	0.3281	EM	EM	1332	11.75	11.5
chr1	999302	999308	0.4667	0:0:1:0	0:0:0:0	0:0:1:0	0:0:0:0	0:0.21:0.84:0.01	0:0:0:0	0:0.21:0.83:0	0:0:0:0	1:0.7:1:1	1:1:1:1	1:0.93:1:1	1:1:1:1	0.267	EM	EM	1333	41	25.5
chr1	999308	999340	1	0:0:1:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0.21:0.83:0	0:0:0:0	0:0:0:0	0:0:0:0	1:0.93:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.2607	EM	EM	1334	40.75	24.25
chr1	999340	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0	0:0:0:0	NA	NA	1:1:0.97:1	1:1:1:1	NA	NA	0	EM	EM	1335	27.75	14
chr1	1000539	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.96:0.83:0.93:0.89	0.9:0.83:0.97:0.83	NA	NA	1:1:1:0.97	0.97:0.63:1:1	NA	NA	0.0224	EM	EM	1336	67.75	44.5
chr1	1002334	1002350	0.2821	1:1:1:0	0:0.5:0.5:1	0:0:0:0	0:1:0.5:0	0.98:0.86:1:0.1	0.12:0.5:0.38:0.85	0:0:0:0	0:1:0.69:0	1:1:1:1	1:0.97:1:1	0.93:1:1:1	1:1:0.9:1	0.2707	EM	EM	1337	19.75	36.75
chr1	1002350	1002359	1	0:0:0:0	0:1:0.5:0	1:0.5:1:1	0:1:0:1	0:0:0:0	0:1:0.69:0	0.98:0.57:1:0.9	0.03:1:0.07:0.99	0.93:1:1:1	1:1:0.9:1	1:0.97:0.97:1	1:1:0.8:1	-0.4231	EM	EM	1338	19.75	36.75
chr1	1002359	1002363	0.0974	1:0.5:1:1	0:1:0:1	1:1:0.5:1	0:1:1:1	0.98:0.57:1:0.9	0.03:1:0.07:0.99	0.92:0.86:0.33:0.86	0.07:1:0.79:0.94	1:0.97:0.97:1	1:1:0.8:1	1:0.93:0.5:1	1:1:0.77:1	0.3412	EM	EM	1339	19.75	36.75
chr1	1002363	NA	0.4286	1:1:0.5:1	0:1:1:1	NA	NA	0.92:0.86:0.33:0.86	0.07:1:0.79:0.94	NA	NA	1:0.93:0.5:1	1:1:0.77:1	NA	NA	0.0418	EM	EM	1340	19.75	37
chr1	1005255	1005260	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1341	12.75	7.25
chr1	1005260	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0	0:0:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0	EM	EM	1342	12.75	7.25
chr1	1007129	1007160	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.99:0.99	0.92:1:0.96:0.98	0.98:1:1:0.94	0.97:0.98:0.9:0.94	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.97	0.0283	EM	EM	1343	76	51.25
chr1	1007160	1007170	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.98:1:1:0.94	0.97:0.98:0.9:0.94	0.98:0.97:0.99:0.95	0.98:1:0.98:0.96	1:1:1:1	1:1:1:0.97	1:1:1:1	1:1:1:1	0.0333	EM	EM	1344	75	51.5
chr1	1007170	1007233	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.98:0.97:0.99:0.95	0.98:1:0.98:0.96	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0098	EM	EM	1345	74.5	51
chr1	1007233	1007239	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1346	2.5	2.75
chr1	1007239	1007246	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1347	2.5	2.75
chr1	1007246	1007259	1	1:1:1:1	1:1:1:1	1:1:0.5:1	0.5:1:1:1	1:1:1:1	1:1:1:1	1:1:0.5:1	0.5:1:1:1	1:1:1:1	1:1:1:1	1:1:0.97:1	0.97:1:1:1	0	EM	EM	1348	2.5	2.75
chr1	1007259	NA	1	1:1:0.5:1	0.5:1:1:1	NA	NA	1:1:0.5:1	0.5:1:1:1	NA	NA	1:1:0.97:1	0.97:1:1:1	NA	NA	0	EM	EM	1349	2.25	2.25
chr1	1007541	1007557	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.98:0.92:0.99:0.96	1:0.92:0.98:0.98	0.93:0.97:0.98:0.92	0.95:0.96:0.97:0.95	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0085	EM	EM	1350	82	47
chr1	1007557	1007572	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.93:0.97:0.98:0.92	0.95:0.96:0.97:0.95	0.98:1:1:0.99	1:0.98:0.98:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0047	EM	EM	1351	83.5	47
chr1	1007572	1007577	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.98:1:1:0.99	1:0.98:0.98:1	0.97:1:1:0.95	1:1:0.98:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1e-04	EM	EM	1352	80.5	46.5
chr1	1007577	1007579	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.97:1:1:0.95	1:1:0.98:1	0.94:0.95:0.98:0.95	1:0.96:0.98:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0154	EM	EM	1353	78	44.75
chr1	1007579	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.94:0.95:0.98:0.95	1:0.96:0.98:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.0313	EM	EM	1354	77.75	44.25
chr1	1007866	1007883	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.5:1	0.97:1:1:0.94	0.83:0.88:0.95:0.8	0.93:0.89:0.93:0.89	0.98:1:0.36:0.9	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.11	EM	EM	1355	48.75	26.25
chr1	1007883	1007968	1	1:1:1:1	1:1:0.5:1	1:1:1:1	1:1:1:1	0.93:0.89:0.93:0.89	0.98:1:0.36:0.9	0.88:0.94:1:0.91	0.96:0.98:0.82:0.96	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.97:1	0.0996	EM	EM	1356	49.75	26.25
chr1	1007968	1007981	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.88:0.94:1:0.91	0.96:0.98:0.82:0.96	1:1:1:0.94	0.89:1:0.91:0.87	1:1:1:1	1:1:0.97:1	1:1:1:1	1:1:1:1	0.0048	EM	EM	1357	71	39
chr1	1007981	1007985	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.94	0.89:1:0.91:0.87	0.96:0.97:0.93:0.91	0.98:1:1:0.96	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0684	EM	EM	1358	71.25	39.25
chr1	1007985	1007988	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:0.97:0.93:0.91	0.98:1:1:0.96	0.92:1:0.98:0.95	1:0.98:1:0.91	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.041	EM	EM	1359	71.25	39.25
chr1	1007988	1007998	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.92:1:0.98:0.95	1:0.98:1:0.91	1:1:0.97:0.98	0.92:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0129	EM	EM	1360	71.25	39.25
chr1	1007998	1008014	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.97:0.98	0.92:1:1:1	1:0.9:0.89:0.9	0.84:0.89:1:0.91	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0062	EM	EM	1361	63.75	36.25
chr1	1008014	1008044	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.9:0.89:0.9	0.84:0.89:1:0.91	1:1:1:1	0.86:0.93:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0136	EM	EM	1362	42.5	24.25
chr1	1008044	1008048	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.86:0.93:1:1	1:1:0.97:0.97	0.9:0.96:0.96:0.9	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0536	EM	EM	1363	21.5	23.25
chr1	1008048	1008074	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.97:0.97	0.9:0.96:0.96:0.9	1:1:1:0.92	0.83:0.92:0.82:0.89	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.97	0.0519	EM	EM	1364	21.5	23.25
chr1	1008074	1008085	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.92	0.83:0.92:0.82:0.89	1:1:1:0.95	1:1:0.95:0.93	1:1:1:1	1:1:1:0.97	1:1:1:1	1:1:1:1	0.1165	EM	EM	1365	16.75	19
chr1	1008085	1008092	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.95	1:1:0.95:0.93	0.9:0.84:0.76:0.88	0.85:0.74:0.7:0.75	1:1:1:1	1:1:1:1	1:1:0.97:1	1:1:0.93:0.93	0.0167	EM	EM	1366	14	16.75
chr1	1008092	1008103	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9:0.84:0.76:0.88	0.85:0.74:0.7:0.75	1:0.97:1:0.91	0.96:0.95:0.97:0.97	1:1:0.97:1	1:1:0.93:0.93	1:1:1:1	1:1:1:1	0.0854	EM	EM	1367	51.5	35.25
chr1	1008103	1008112	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.97:1:0.91	0.96:0.95:0.97:0.97	1:0.94:0.94:0.95	1:1:1:0.97	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0062	EM	EM	1368	45.75	27.5
chr1	1008112	1008117	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.94:0.94:0.95	1:1:1:0.97	0.94:1:0.94:0.97	1:1:0.97:0.93	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0363	EM	EM	1369	45.75	27.75
chr1	1008117	1008125	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.94:1:0.94:0.97	1:1:0.97:0.93	0.94:0.96:1:0.92	0.95:0.94:0.97:0.92	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0144	EM	EM	1370	45.25	27.75
chr1	1008125	1008163	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.94:0.96:1:0.92	0.95:0.94:0.97:0.92	0.88:1:0.97:0.91	1:0.92:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0105	EM	EM	1371	39.75	23.75
chr1	1008163	1008174	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.88:1:0.97:0.91	1:0.92:1:1	0.88:1:0.97:0.97	1:0.96:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0425	EM	EM	1372	21.75	18
chr1	1008174	1008181	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.88:1:0.97:0.97	1:0.96:1:1	0.88:1:0.97:0.84	1:0.96:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0366	EM	EM	1373	22	18
chr1	1008181	1008200	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.88:1:0.97:0.84	1:0.96:1:1	1:1:0.94:0.96	0.92:0.96:1:0.8	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0679	EM	EM	1374	22	18
chr1	1008200	1008206	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.94:0.96	0.92:0.96:1:0.8	1:1:1:0.89	0.78:0.96:1:0.92	1:1:1:1	1:1:1:1	1:1:1:1	0.97:1:1:1	0.056	EM	EM	1375	19.75	16.5
chr1	1008206	1008305	0.4667	1:1:1:1	1:1:1:1	1:1:1:1	0:1:1:0.5	1:1:1:0.89	0.78:0.96:1:0.92	1:1:1:0.86	0:0.9:1:0.5	1:1:1:1	0.97:1:1:1	1:1:1:1	1:1:1:0.97	0.0595	EM	EM	1376	14.75	14.5
chr1	1008305	1008315	0.4667	1:1:1:1	0:1:1:0.5	1:1:1:1	1:1:1:1	1:1:1:0.86	0:0.9:1:0.5	1:1:1:1	1:0.8:1:1	1:1:1:1	1:1:1:0.97	1:1:1:1	1:1:1:1	0.3643	EM	EM	1377	4.25	5
chr1	1008315	1008342	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.8:1:1	1:1:0.92:0.93	0.94:0.92:0.86:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.05	EM	EM	1378	4.25	4.75
chr1	1008342	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:1:0.92:0.93	0.94:0.92:0.86:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.0342	EM	EM	1379	18.25	12.5
chr1	1008652	1008671	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.95:0.97:0.97	0.98:0.96:0.98:1	0.97:1:0.98:0.89	0.98:1:0.91:0.91	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0101	EM	EM	1380	58.25	45.75
chr1	1008671	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.97:1:0.98:0.89	0.98:1:0.91:0.91	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.008	EM	EM	1381	58.25	46
chr1	1008813	1008821	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.5	1:1:0.99:0.97	1:0.93:0.84:1	0.95:0.62:0.86:0.73	0.79:0.68:0.9:0.54	1:1:1:1	1:1:1:1	1:0.73:1:0.97	1:0.87:1:0.9	0.045	EM	EM	1382	81.25	43
chr1	1008821	1008828	1	1:1:1:1	1:1:1:0.5	1:1:1:1	1:1:1:1	0.95:0.62:0.86:0.73	0.79:0.68:0.9:0.54	0.98:0.92:0.93:0.96	0.9:0.93:0.94:0.82	1:0.73:1:0.97	1:0.87:1:0.9	1:1:1:1	0.97:1:1:0.97	0.0629	EM	EM	1383	81	42.5
chr1	1008828	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.98:0.92:0.93:0.96	0.9:0.93:0.94:0.82	NA	NA	1:1:1:1	0.97:1:1:0.97	NA	NA	0.0504	EM	EM	1384	81.25	42.5
